10,24,7.8
10,25,4.8
10,26,3.2
10,27,6.0
11,12,7.3
11,13,12.0
11,14,4.9
11,15,5.2
11,16,5.4
11,17,8.1
11,18,6.2
11,19,6.9
11,20,11.5
11,21,6.9
11,22,8.3
11,23,4.1
11,24,0.4
11,25,4.9
11,26,11.0
11,27,6.8
12,13,4.7
12,14,3.5
12,15,2.6
12,16,2.9
12,17,6.3
12,18,1.2
12,19,1.0
12,20,3.7
12,21,4.1
12,22,6.2
12,23,3.4
12,24,6.9
12,25,5.2
12,26,3.7
12,27,6.4
13,14,7.3
13,15,7.8
13,16,6.6
13,17,7.2
13,18,5.9
13,19,5.4
13,20,1.0
13,21,8.5
13,22,10.3
13,23,7.8
13,24,11.5
13,25,9.5
13,26,2.8
13,27,14.1
14,15,1.3
14,16,1.5
14,17,4.0
14,18,3.2
14,19,3.0
14,20,6.9
14,21,6.2
14,22,8.2
14,23,5.5
14,24,4.4
14,25,7.2
14,26,6.4
14,27,10.5
15,16,0.6
15,17,6.4
15,18,2.4
15,19,2.2
15,20,6.8
15,21,5.3
15,22,7.4
15,23,4.6
15,24,4.8
15,25,6.3
15,26,6.5
15,27,8.8
16,17,5.6
16,18,1.6
16,19,1.7
16,20,6.4
16,21,4.9
16,22,6.9
16,23,4.2
16,24,5.6
16,25,5.9
16,26,5.7
16,27,8.4
17,18,7.1
17,19,6.1
17,20,7.2
17,21,10.6
17,22,12.0
17,23,9.4
17,24,7.5
17,25,11.1
17,26,6.2
17,27,13.6
18,19,1.6
18,20,4.9
18,21,3.0
18,22,5.0
18,23,2.3
18,24,5.5
18,25,4.0
18,26,5.1
18,27,5.2
19,20,4.4
19,21,4.6
19,22,6.6
19,23,3.9
19,24,6.5
19,25,5.6
19,26,4.3
19,27,6.9
20,21,7.5
20,22,9.3
20,23,6.8
20,24,11.4
20,25,8.5
20,26,1.8
20,27,13.1
21,22,2.0
21,23,2.9
21,24,6.4
21,25,2.8
21,26,6.0
21,27,4.1
22,23,4.4
22,24,7.9
22,25,3.4
22,26,7.9
22,27,4.7
23,24,4.5
23,25,1.7
23,26,6.8
23,27,3.1
24,25,5.4
24,26,10.6
24,27,7.8
25,26,7.0
25,27,1.3
26,27,8.3
